,age,comment,commodities,commodities_string,geometry,id,latitude,longitude,name
191,Archean,nan,['Au'],Au,POINT (118.2654 -27.1127),333553,-27.1127,118.2654,Missing Link
192,Archean,Part of Gidgee project,['Au'],Au,POINT (119.5709 -27.4517),333554,-27.4517,119.5709,Howards
193,,Location from NSW GS Minview web map,"['REE', 'Ti', 'Th', 'Zr']",REE;Ti;Th;Zr,POINT (142.31 -33.34),333555,-33.34,142.31,Winchester
194,,Located near Euston,"['Ti', 'Zr']",Ti;Zr,POINT (142.67421 -34.3569),333557,-34.3569,142.67421000000002,Koolaman
195,,Part of Gwindinup project of Cable Sands,"['REE', 'Ti', 'Th', 'Zr']",REE;Ti;Th;Zr,POINT (115.716217 -33.549896),333558,-33.549896000000004,115.71621699999999,Happy Valley North
196,,nan,"['Ag', 'Au']",Ag;Au,POINT (119.363892 -21.093754),333559,-21.093754,119.36389199999999,Mickeys Find
197,,nan,"['Ni', 'Cu', 'Co']",Ni;Cu;Co,POINT (121.587524 -31.519135),333560,-31.519135,121.587524,Widgie 3
198,Tertiary,(?),"['Ni', 'Co']",Ni;Co,POINT (121.893 -28.7668),333564,-28.7668,121.89299999999999,Murrin Murrin
199,,nan,['Au'],Au,POINT (146.478883 -19.797189),333565,-19.797189000000003,146.478883,Golden Valley
200,,Deposit was owned by Apollo Gold Mining about 2004 which then became Crescent Gold Limited which was acquired by Focus Minerals Limited. Location is not accurate but is just north of the Bogle South. deposit.,['Au'],Au,POINT (122.4944 -28.6314),333567,-28.6314,122.4944,Jacks
201,Palaeozoic,nan,['Au'],Au,POINT (148.3995954 -34.52724558),333568,-34.52724558,148.3995954,Harden-Murrumburrah
202,,nan,['Au'],Au,POINT (121.132339 -29.961855),333569,-29.961855,121.13233899999999,Sand George
203,,37km SW of Tom Price,['Fe'],Fe,POINT (117.464661 -22.823395),333570,-22.823395,117.464661,Rocklea
204,,Global resource is the aggregate of past production. No current resources.,['Au'],Au,POINT (144.14413 -37.34805),333571,-37.34805,144.14413000000002,North Cornish
205,,nan,['Au'],Au,POINT (127.930138 -17.836613),333572,-17.836613,127.93013799999999,Star of Kimberley
206,,nan,"['Ag', 'Zn', 'Cu', 'Pb', 'Au']",Ag;Zn;Cu;Pb;Au,POINT (146.3259 -32.1107),333573,-32.1107,146.3259,Hera
207,Archean,nan,['Au'],Au,POINT (119.2709 -30.2015),333575,-30.2015,119.2709,Python
208,Late Permian,nan,['Au'],Au,POINT (151.6666958 -30.51352238),333576,-30.51352238,151.6666958,Armidale - Rockvale
209,Archaean,nan,['Au'],Au,POINT (120.5606327 -27.62969331),333577,-27.62969331,120.5606327,Bellevue
210,Archaean,Part of Aragon Resources Murchison Bell project - see also Big Bell Satellite Deposits. 2010/11 WestGold is in the process of taking over Aragon Resources,['Au'],Au,POINT (117.656 -27.3191),333578,-27.3191,117.656,Big Bell
211,Archaean,nan,"['Ni', 'Cu']",Ni;Cu,POINT (121.6275354 -30.05770935),333579,-30.05770935,121.6275354,Carr Boyd
212,Archaean,3340 Ma,"['Ag', 'Cu', 'Fe', 'Mo']",Ag;Cu;Fe;Mo,POINT (120.1118 -20.88752),333580,-20.887520000000002,120.1118,Spinifex Ridge
213,Early Devonian,390 Ma,"['Ag', 'Zn', 'Cu', 'Pb']",Ag;Zn;Cu;Pb,POINT (145.7985966 -31.40801981),333581,-31.40801981,145.7985966,Cobar CSA
214,Archean,"Round Dam seems to have been an old project name which included the deposits; Lights of Israel, Golden Eagle and several others in the Davyhurst area. These deposits have their own records now (as at 2006 - A Whitaker)",['Au'],Au,POINT (120.6523 -30.1551),333582,-30.1551,120.6523,Round Dam
215,Quaternary,age of deep leads?,['Au'],Au,POINT (149.562945 -32.39870273),333583,-32.39870273,149.56294499999998,Gulgong
216,Tertiary,nan,['U'],U,POINT (120.3594259 -26.69717772),333586,-26.69717772,120.3594259,Lake Way
217,Palaeoproterozoic,"1640 Ma, ref *11566","['Ag', 'Zn', 'Cu', 'Sb', 'Pb']",Ag;Zn;Cu;Sb;Pb,POINT (136.0930111 -16.43221389),333587,-16.43221389,136.0930111,McArthur River
218,Archaean,nan,['Au'],Au,POINT (121.6022389 -31.02513641),333589,-31.02513641,121.6022389,New Celebration
219,Palaeozoic,nan,['U'],U,POINT (123.9970289 -16.75823142),333590,-16.75823142,123.9970289,Oobagooma
220,Late Cambrian,nan,"['Ag', 'Zn', 'Cu', 'Pb', 'Au']",Ag;Zn;Cu;Pb;Au,POINT (145.6999 -41.603),333591,-41.603,145.6999,Que River
221,Archaean,nan,['Au'],Au,POINT (121.7333017 -31.73136071),333593,-31.73136071,121.7333017,Higginsville
222,Archaean,probably 2760 Ma?,"['Ag', 'Zn', 'Pb']",Ag;Zn;Pb,POINT (121.1424622 -21.28946907),333594,-21.28946907,121.1424622,Ragged Hills
223,Palaeoproterozoic,"1844 ± 3 Ma - U-Pb zircon age of mottled anorthosite from upper fractionated part of gabbroic zone.
1846 ± 5 Ma - U-Pb baddeleyite age of mottled anorthosite from upper fractionated part of gabbroic zone.  See Page and Hoatson (2000) - AGSO Bulletin 246, p. 163-172.

U-Pb baddeleyite age of mottled anorthosite from upper fractionated part of gabbroic zone

","['Ni', 'Cu', 'PGE', 'Co']",Ni;Cu;PGE;Co,POINT (128.0234929 -17.34720567),333595,-17.34720567,128.0234929,Savannah
224,Mesoproterozoic,about 1500 Ma,"['Au', 'Cu']",Au;Cu,POINT (140.5017 -21.54),333596,-21.54,140.5017,Mount Elliott
225,Tertiary,nan,"['Ni', 'Fe', 'Co']",Ni;Fe;Co,POINT (150.2999827 -23.03016215),333597,-23.03016215,150.2999827,Brolga
226,Permian,nan,['W'],W,POINT (144.8818805 -16.33610037),333598,-16.33610037,144.8818805,Watershed
227,Cambrian,nan,"['Ag', 'Au', 'Cu']",Ag;Au;Cu,POINT (139.0054 -35.0919),333599,-35.0919,139.0054,Kanmantoo
228,Tertiary,nan,['Au'],Au,POINT (144.3166158 -36.65698041),333600,-36.65698041,144.3166158,Huntly
229,Proterozoic,nan,['Zn'],Zn,POINT (140.9101774 -21.57254304),333601,-21.57254304,140.9101774,Maramungee
230,Proterozoic,nan,['Co'],Co,POINT (141.2207448 -32.08872573),333604,-32.08872573,141.2207448,Big Hill
231,Permian,could also be Triassic,['Sn'],Sn,POINT (151.5670876 -29.42823535),333605,-29.42823535,151.56708759999998,Taronga
232,Archaean,nan,['Au'],Au,POINT (117.9208455 -27.40037835),333609,-27.40037835,117.92084550000001,Cue
233,Archaean,2920 Ma,"['Ag', 'Zn', 'Cu', 'Pb', 'Au']",Ag;Zn;Cu;Pb;Au,POINT (117.8090838 -20.87713138),333611,-20.87713138,117.8090838,Mons Cupri
234,Proterozoic,nan,['Cu'],Cu,POINT (139.1147954 -19.9575868),333612,-19.9575868,139.11479540000002,Again
235,Carboniferous,nan,['Au'],Au,POINT (142.2417296 -18.19492781),333617,-18.19492781,142.24172959999999,Iguana - Lady Mary
236,Proterozoic,nan,['Au'],Au,POINT (131.7176 -13.608),333618,-13.607999999999999,131.7176,Spring Hill
237,Archaean,2660-2640Ma,['Au'],Au,POINT (121.7742464 -31.31783688),333619,-31.31783688,121.77424640000001,Britannia
238,Archaean,nan,['Au'],Au,POINT (120.5884161 -26.37906932),333620,-26.37906932,120.58841609999999,Nim 4
239,,nan,['Fe'],Fe,POINT (141.4013893 -37.59559052),333624,-37.59559052,141.4013893,Casterton
240,Archean,nan,['Au'],Au,POINT (118.2677 -27.1334),333625,-27.1334,118.2677,Triton
241,,From Minloc Id 138848,"['Ag', 'Zn', 'Cu', 'Fe', 'Pb', 'Au']",Ag;Zn;Cu;Fe;Pb;Au,POINT (149.7597907 -35.2530926),333626,-35.2530926,149.7597907,Mayfield
242,,nan,"['Ni', 'Cu']",Ni;Cu,POINT (121.6430993 -31.96974189),333627,-31.96974189,121.6430993,Pioneer
243,,"Bendigo, Victoria.",['Au'],Au,POINT (144.284659 -36.76214818),333630,-36.76214818,144.284659,Deborah
244,,B4upd<500m(14):-Minloc,['Cu'],Cu,POINT (137.7519885 -17.17272975),333631,-17.17272975,137.7519885,Azurite
245,Archean,nan,['Au'],Au,POINT (120.6557 -30.049),333632,-30.049,120.6557,Golden Eagle (Carnegie)
246,,"Co-Ordinates Of Round Hill Head (Not Town, But Headland)  Deposit Consists Of Rutile, Ilmenite,Zircon And Monazite; All Recorded Separately.","['REE', 'Ti', 'Th', 'Zr']",REE;Ti;Th;Zr,POINT (151.891464 -24.183744),333633,-24.183744,151.89146399999998,Round Hill Head/Deepwater (IA)
247,,Part Of Panorama Project,"['Ag', 'Zn', 'Cu', 'Pb', 'Au']",Ag;Zn;Cu;Pb;Au,POINT (119.4000317 -21.06398781),333635,-21.06398781,119.4000317,Bernts
248,,nan,['Au'],Au,POINT (116.2846 -28.6837),333636,-28.6837,116.2846,Michaelangelo - Gullewa
249,,nan,['Fe'],Fe,POINT (149.5909895 -34.89691358),333638,-34.89691358,149.5909895,Bangalore Creek
250,,Deposits Are 6 Km West Of Breadalane Township; Coordinates Refer To Township;,['Fe'],Fe,POINT (149.444028 -34.790353),333639,-34.790353,149.444028,Breadalbane
251,,"25 Km E Of Ouyen, Northwestern Vic","['Ti', 'Zr']",Ti;Zr,POINT (142.633304 -35.05530251),333641,-35.05530251,142.633304,"Kulwin, Woornack, Rownack, Pirro"
252,Archean,nan,['Au'],Au,POINT (120.5236 -29.0515),333642,-29.0515,120.5236,Kestrel
253,,68 Km Ne Of Katherine;,"['Au', 'Cu']",Au;Cu,POINT (132.8086 -14.2186),333644,-14.2186,132.8086,Copperflower
254,,nan,"['Zn', 'W', 'Bi', 'Sn', 'Pb']",Zn;W;Bi;Sn;Pb,POINT (145.3346837 -18.72966633),333645,-18.72966633,145.33468369999997,Perry Creek (Roburg) (Mount Perry)
255,,Kundana Project,['Au'],Au,POINT (121.2425161 -30.71665689),333646,-30.71665689,121.24251609999999,Christmas
256,Archean,nan,['Au'],Au,POINT (118.4196 -26.725),333647,-26.725,118.4196,Iron Bar
257,,nan,['Au'],Au,POINT (145.88 -36.9335),333648,-36.9335,145.88,Golden Mountain
258,Archean,nan,['Au'],Au,POINT (121.0584 -30.6648),333649,-30.6648,121.0584,Kunanalling Project
259,,Originally Gouged Out Of A Number Of Irregular Open Cuts In A Radius Of 25m. This Mine Ranked Second To The North Australi,"['Ag', 'Cu', 'Sn']",Ag;Cu;Sn,POINT (145.3291804 -17.37988221),333650,-17.37988221,145.3291804,Ironclad
260,Archean,80 Km South Of Laverton.,['Au'],Au,POINT (122.5597 -29.3188),333652,-29.3188,122.5597,Fortitude
261,,nan,['Fe'],Fe,POINT (120.3019599 -20.60766463),333653,-20.60766463,120.30195990000001,Yarrie (Mt Goldsworthy JV Northern_BHP)
262,,nan,['Au'],Au,POINT (144.5132 -36.6669),333654,-36.6669,144.5132,Reads Deposit
263,,Mining Lease M45/328,"['Ag', 'Au']",Ag;Au,POINT (119.0400355 -21.32732501),333657,-21.32732501,119.0400355,Mickeys Find East
264,,nan,['Fe'],Fe,POINT (120.0729007 -20.46747876),333658,-20.46747876,120.0729007,Shay Gap
265,Archean,nan,['Au'],Au,POINT (120.2916 -21.8784),333660,-21.8784,120.2916,Barton
266,Archean,nan,['Au'],Au,POINT (119.1163 -30.1198),333661,-30.1198,119.1163,King Brown - Marda
267,,Located near Kempsey,"['Ti', 'Zr']",Ti;Zr,POINT (141.8333333 -31.08333333),333663,-31.08333333,141.83333330000002,Maguires Crossing
268,Proterozoic,Located 130km NNE of Derby,['Fe'],Fe,POINT (123.740184 -16.127535),333664,-16.127535,123.74018400000001,Koolan Island
269,,Part of the Sandalwood project of Cable Sands,"['Ti', 'Zr']",Ti;Zr,POINT (115.860046 -33.196415),333665,-33.196415,115.860046,Sandalwood Central
270,Palaeozoic,nan,['Sn'],Sn,POINT (145.263981 -17.32188387),333668,-17.32188387,145.263981,Arbouin
271,Archean,nan,['Au'],Au,POINT (121.464 -28.75),333673,-28.75,121.464,Gambier Lass
272,,nan,"['Zn', 'Pb']",Zn;Pb,POINT (138.6666462 -31.08039262),333674,-31.08039262,138.66664619999997,North Flinders
273,,nan,"['U', 'Ag', 'Au', 'Cu']",U;Ag;Au;Cu,POINT (135.5749 -29.72004),333675,-29.72004,135.5749,Prominent Hill
274,,nan,['Au'],Au,POINT (121.217255 -30.189804),333676,-30.189804,121.21725500000001,Grafters
275,,nan,"['REE', 'Ti', 'Th', 'Zr']",REE;Ti;Th;Zr,POINT (130.065651 -11.72027),333678,-11.72027,130.065651,Puwanapi
276,Archean,nan,['Au'],Au,POINT (118.1179 -27.4063),333679,-27.4063,118.1179,Jasper Queen
277,Archean,nan,['Au'],Au,POINT (118.4583 -27.0504),333680,-27.0504,118.4583,Lewis - Reward
278,Archean,nan,['Au'],Au,POINT (118.1186 -27.4867),333681,-27.4867,118.1186,Tuckabianna West
279,Early Ordovician,nan,['Au'],Au,POINT (143.8676114 -37.55802823),333682,-37.55802823,143.86761140000002,Ballarat East
280,Permian,nan,"['U', 'Mo']",U;Mo,POINT (146.2999856 -19.37695058),333683,-19.37695058,146.29998559999999,Ben Lomond
281,Silurian,nan,"['Ag', 'Zn', 'Cu', 'Pb', 'Au']",Ag;Zn;Cu;Pb;Au,POINT (149.4345973 -35.58617953),333684,-35.58617953,149.43459730000004,Captains Flat
282,Archaean,nan,['Au'],Au,POINT (118.3186977 -33.06745028),333686,-33.06745028,118.3186977,Griffins Find
283,Archaean,nan,['Au'],Au,POINT (121.322 -28.8737),333687,-28.8737,121.322,Harbour Lights
284,Palaeoproterozoic,1650 Ma,"['Ag', 'Zn', 'Cu', 'Sb', 'Pb']",Ag;Zn;Cu;Sb;Pb,POINT (139.4720108 -20.57105007),333688,-20.57105007,139.4720108,George Fisher
285,Archaean,Alacer Gold Corporatin acquired the resource from Australian Mines Limited 4th of October 2011,['Au'],Au,POINT (121.6825 -31.0128),333690,-31.0128,121.6825,Mount Martin (gold)
286,Archaean,nan,['Au'],Au,POINT (121.3437 -30.485),333691,-30.485,121.3437,Paddington
287,Palaeozoic,nan,['Au'],Au,POINT (147.5263257 -34.58646337),333692,-34.58646337,147.5263257,Sebastopol-Junee Reefs
288,Ordovician,nan,"['Ag', 'Zn', 'Cu', 'Pb', 'Au']",Ag;Zn;Cu;Pb;Au,POINT (144.697 -18.7801),333693,-18.7801,144.697,Surveyor 1
289,Quaternary,nan,"['Ti', 'Zr']",Ti;Zr,POINT (115.620102 -33.64185),333694,-33.64185,115.620102,Yoganup Group/Iluka
290,Archaean,nan,['Au'],Au,POINT (117.6917551 -29.25372736),333695,-29.25372736,117.6917551,Paynes Find
291,Proterozoic,nan,['U'],U,POINT (139.4620099 -20.43305043),333697,-20.43305043,139.46200990000003,Skal
292,Early Palaeozoic,nan,"['Au', 'Cu']",Au;Cu,POINT (138.7670828 -34.88011508),333699,-34.88011508,138.76708280000003,Montacute
293,Late Ordovician,nan,['Au'],Au,POINT (143.6833093 -37.7300131),333701,-37.7300131,143.68330930000002,Scarsdale-Berringa Goldfield
294,Tertiary,nan,['Au'],Au,POINT (146.5754503 -36.14921134),333702,-36.14921134,146.5754503,Chiltern
295,Late Palaeozoic,nan,"['Au', 'W', 'Sb']",Au;W;Sb,POINT (152.720304 -30.225557),333704,-30.225557000000002,152.720304,Wild Cattle Creek
296,Devonian,nan,"['W', 'Bi', 'Cu', 'Mo', 'Sn']",W;Bi;Cu;Mo;Sn,POINT (145.3849995 -41.47702417),333707,-41.47702417,145.38499950000002,Cleveland
297,Archaean,nan,['Au'],Au,POINT (121.2545873 -30.32691558),333708,-30.32691558,121.2545873,Eureka - Bardoc
298,Precambrian,nan,['Fe'],Fe,POINT (117.788592 -23.29937994),333709,-23.29937994,117.788592,Channar - Hamersley
299,Proterozoic,nan,['Cu'],Cu,POINT (139.9431989 -20.91356013),333710,-20.91356013,139.9431989,Great Central
300,Proterozoic,nan,"['Au', 'Cu']",Au;Cu,POINT (139.8301946 -20.44156392),333711,-20.44156392,139.8301946,Mount Olive
301,Archaean,nan,['Au'],Au,POINT (120.9130277 -28.45200171),333715,-28.45200171,120.9130277,Bannockburn
302,Carboniferous,nan,['Au'],Au,POINT (142.2526296 -18.21742765),333716,-18.21742765,142.25262959999998,Highland Mary - Caledonia
303,Late Palaeozoic,nan,"['W', 'Cu', 'Sn']",W;Cu;Sn,POINT (145.0285909 -17.62128258),333717,-17.62128258,145.0285909,Smith Creek
304,Archaean,nan,['Au'],Au,POINT (120.6041 -26.3725),333718,-26.3725,120.6041,Jundee-Nimary
305,Archaean,nan,['Au'],Au,POINT (120.4847 -28.0629),333719,-28.0629,120.4847,Redeemer
306,,Deposit Located 200 Km Southwest Of Ayers Rock;,['Ni'],Ni,POINT (129.2009249 -26.002147),333721,-26.002147,129.20092490000002,Claude Hills
307,,Deposit Located 12 Km West Of Mount Garnet,['Fe'],Fe,POINT (145.0010925 -17.66214952),333722,-17.66214952,145.0010925,Black Creek
308,,Assumed To Be The Mt Coffin To Which Adelaide Chemical Co Attaches The Resources In The Following Records.,['Cu'],Cu,POINT (138.5179485 -30.51226648),333725,-30.51226648,138.51794850000002,Mount Coffin
309,,Deposits Located 50 Km North-East Of Canberra;,['Fe'],Fe,POINT (149.6511778 -35.0619833),333726,-35.0619833,149.65117780000003,Tarago
310,Archean,nan,['Au'],Au,POINT (118.2709 -27.1177),333727,-27.1177,118.2709,Rand North
311,Archean,nan,['Au'],Au,POINT (118.4383 -26.7166),333730,-26.7166,118.4383,Bluebird East
312,,nan,"['Ag', 'Au']",Ag;Au,POINT (149.7471891 -35.53821631),333732,-35.53821631,149.74718909999999,Dargues Reef
313,Archean,Location Data From Western Australian Minedex Database;,['Au'],Au,POINT (121.3834 -30.7745),333735,-30.7745,121.3834,Janet Ivy
314,,nan,"['W', 'Sn']",W;Sn,POINT (151.6340744 -29.32824694),333736,-29.32824694,151.6340744,Butlers Lode
315,,20 Km Ne Kalgoorlie.,['Au'],Au,POINT (121.3181041 -30.6128062),333738,-30.612806199999998,121.3181041,Red Hill - Kanowna
316,,nan,['Au'],Au,POINT (120.9944894 -31.05447949),333742,-31.05447949,120.9944894,Gibraltar East
317,,nan,['Fe'],Fe,POINT (120.168112 -30.49616301),333743,-30.49616301,120.16811200000001,Mount Walton
318,,nan,['Mn'],Mn,POINT (121.201584 -22.139182),333746,-22.139182,121.20158400000001,Enacheddong Creek
319,,Sandstone Project,['Au'],Au,POINT (119.4853224 -28.16860138),333747,-28.16860138,119.48532240000002,Havilah
320,,Centred 42 Km East Of Leonora; North Of Anaconda'S Muurin Murrin Deposits,"['Ni', 'Co']",Ni;Co,POINT (121.7955748 -28.85966548),333748,-28.85966548,121.7955748,Hepi_Mt Kilkenny_Waite (GME)
321,Archean,nan,['Au'],Au,POINT (117.1304 -27.5228),333749,-27.5228,117.1304,Western Queen
322,,nan,['Zr'],Zr,POINT (148.28132 -42.008441),333752,-42.008441,148.28132,Friendly Beaches
323,Paleoproterozoic,nan,['Au'],Au,POINT (130.5456 -20.3524),333753,-20.3524,130.5456,Minotaur
324,Archean,nan,['Au'],Au,POINT (121.1616 -28.3486),333754,-28.3486,121.1616,Celtic
325,,nan,"['Au', 'Cu']",Au;Cu,POINT (116.357205 -32.7492575),333755,-32.7492575,116.35720500000001,Wandoo
326,,Kundana Project,['Au'],Au,POINT (121.2437521 -30.7187169),333756,-30.7187169,121.2437521,Moonbeam
327,,nan,['Au'],Au,POINT (117.9291 -23.4206),333757,-23.4206,117.9291,Waugh
328,Archean,Any 2012 resources are reported in the agglomerated figures for the Tindals Project.,['Au'],Au,POINT (121.1876 -30.9822),333758,-30.9822,121.1876,Friendship
329,Archean,nan,['Au'],Au,POINT (118.472 -27.02),333759,-27.02,118.47200000000001,NOA
330,Archean,Part of Gidgee project,['Au'],Au,POINT (119.3803 -26.853),333760,-26.853,119.3803,Psi
331,,This site is the dry plant for the processing of all of HMC produced at any of  Iluka's mineral sands operations,"['REE', 'Ti', 'Th', 'Zr']",REE;Ti;Th;Zr,POINT (115.585724 -33.520386),333762,-33.520386,115.585724,Iluka South West Province (Capel North)
332,,nan,['Au'],Au,POINT (121.201706 -30.983978),333764,-30.983978000000004,121.201706,Boundary
333,,nan,['Au'],Au,POINT (119.075836 -27.368393),333765,-27.368392999999998,119.07583600000001,Iron Clad
334,,nan,['Au'],Au,POINT (146.316544 -31.560422),333766,-31.560421999999996,146.316544,Mount Boppy
335,,nan,"['Ag', 'Zn', 'Cu', 'Pb']",Ag;Zn;Cu;Pb,POINT (121.156281 -28.444641),333767,-28.444640999999997,121.156281,Jaguar
336,Archean,nan,['Au'],Au,POINT (120.8763 -30.3349),333768,-30.3349,120.8763,Black Rabbit
337,Archean,Any resources for this deposit in 2012 were reported by Focus Minerals Limited under the Barnicoat Project.,['Au'],Au,POINT (122.4904 -28.6063),333770,-28.6063,122.4904,Shes Right West
338,,nan,"['REE', 'Ti', 'Th', 'Zr']",REE;Ti;Th;Zr,POINT (142.8955556 -36.07111111),333771,-36.07111111,142.8955556,"Watchem ""B"" Strand"
339,,nan,['Au'],Au,POINT (143.5536 -36.6535),333772,-36.6535,143.5536,Burkes Flat
340,,nan,['Au'],Au,POINT (140.5793 -32.0955),333774,-32.0955,140.5793,White Dam - Olary
341,,nan,['Ni'],Ni,POINT (120.5755 -27.3899),333775,-27.3899,120.5755,Jericho
342,,nan,['Au'],Au,POINT (138.894351 -34.724551),333776,-34.724551,138.894351,Deloraine Goldfield
343,Triassic,nan,"['Ag', 'Cu', 'Mo']",Ag;Cu;Mo,POINT (152.1079306 -27.14085056),333777,-27.14085056,152.10793059999997,Anduramba
344,Archaean,nan,['Au'],Au,POINT (119.3208569 -31.23032898),333778,-31.23032898,119.32085690000001,Golden Pig
345,Proterozoic,nan,['Cu'],Cu,POINT (139.3660115 -19.69605076),333779,-19.69605076,139.3660115,Mammoth
346,Proterozoic,nan,"['Ag', 'Au', 'Cu']",Ag;Au;Cu,POINT (139.9140173 -19.98802844),333780,-19.98802844,139.9140173,Mount Cuthbert
347,Archaean,nan,"['Au', 'Cu']",Au;Cu,POINT (121.9747525 -31.58613684),333782,-31.58613684,121.9747525,Paris
348,Quaternary,nan,"['REE', 'Ti', 'Zr']",REE;Ti;Zr,POINT (152.181 -32.6017),333783,-32.6017,152.181,Viney Creek
349,Palaeoproterozoic,1825 Ma,"['Au', 'Bi', 'Fe', 'Cu']",Au;Bi;Fe;Cu,POINT (133.8237123 -19.44481111),333784,-19.44481111,133.82371229999998,Warrego
350,Mesoproterozoic,about 1500 Ma,"['Au', 'Cu', 'Fe']",Au;Cu;Fe,POINT (140.5736 -22.0939),333785,-22.0939,140.5736,Osborne
351,unknown,nan,['Au'],Au,POINT (139.4455801 -32.28299645),333786,-32.28299645,139.4455801,Waukaringa
352,Archaean,nan,"['Ni', 'Cu']",Ni;Cu,POINT (121.8635869 -31.0532607),333787,-31.053260700000003,121.8635869,Carnilya Hill
353,unknown,nan,['Cu'],Cu,POINT (144.2660079 -16.92998434),333788,-16.92998434,144.2660079,Tartana
354,Silurian,nan,"['Ag', 'Zn', 'Cu', 'Pb', 'Au']",Ag;Zn;Cu;Pb;Au,POINT (148.7536995 -34.60084223),333789,-34.60084223,148.7536995,Kangiara
355,Silurian,nan,"['Ag', 'Zn', 'Cu', 'Pb', 'Au']",Ag;Zn;Cu;Pb;Au,POINT (149.1994736 -33.2755139),333790,-33.2755139,149.1994736,Mount Bulga
356,Proterozoic,nan,['Mn'],Mn,POINT (140.441322 -21.085719),333793,-21.085719,140.44132199999999,Mangano
357,Proterozoic,nan,"['Au', 'Cu']",Au;Cu,POINT (140.6551789 -20.71655171),333794,-20.71655171,140.6551789,King Edward
